,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,pop_weighted
127527,2021,NC,North Carolina,Pasquotank,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.4,,,29.6,45.8,40821,37139,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.2606906 36.265199),2436.0,1526705.4
133033,2021,NC,North Carolina,Pender,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.4,,,27.5,42.1,62815,37141,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.8881063 34.5125561),2437.0,2160836.0
129932,2021,NC,North Carolina,Perquimans,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,29.5,46.4,13130,37143,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.4032445 36.1808969),2438.0,493688.0
127897,2021,NC,North Carolina,Person,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.2,,,31.3,47.4,39127,37145,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.9656233 36.3863503),650.0,1533778.4000000001
131282,2021,NC,North Carolina,Pitt,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,34.2,47.7,172169,37147,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.3727387 35.5924897),2439.0,7024495.199999999
136845,2021,NC,North Carolina,Polk,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.7,,,24.5,39.5,19656,37149,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.1676211 35.2779011),2440.0,623095.2
140070,2021,NC,North Carolina,Randolph,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.1,,,31.0,45.7,145172,37151,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.8062153 35.7099148),651.0,5531053.2
132051,2021,NC,North Carolina,Richmond,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.2,,,32.3,48.4,42724,37153,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.7556946 35.004636),2474.0,1717504.8
135817,2021,NC,North Carolina,Robeson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.6,,,39.0,50.2,116328,37155,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.1008811 34.6392096),652.0,5188228.8
142132,2021,NC,North Carolina,Rockingham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.7,,,32.6,47.8,91266,37157,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.7827539 36.3818062),2475.0,3623260.2
138553,2021,NC,North Carolina,Rowan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.9,,,31.4,46.4,148150,37159,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.5217214 35.641355),2476.0,5763035.0
136239,2021,NC,North Carolina,Rutherford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.4,,,29.5,45.7,64586,37161,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.9195825 35.4027469),2477.0,2415516.4
138877,2021,NC,North Carolina,Sampson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.2,,,32.8,48.0,58990,37163,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.3712605 34.9892978),2478.0,2371398.0
127958,2021,NC,North Carolina,Scotland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.6,,,36.8,52.5,34227,37165,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.4773366 34.8400226),2479.0,1526524.2
127967,2021,NC,North Carolina,Stanly,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.0,,,27.6,43.8,63425,37167,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.2543742 35.3104492),653.0,2219875.0
132635,2021,NC,North Carolina,Stokes,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.0,,,28.4,44.1,44553,37169,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.2699209 36.3937966),2480.0,1603908.0
135846,2021,NC,North Carolina,Surry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.9,,,30.3,45.3,71152,37171,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.6864631 36.415416),2481.0,2696660.8
128638,2021,NC,North Carolina,Swain,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.5,,,30.1,47.3,14136,37173,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.4656136 35.5688491),2482.0,544236.0
137646,2021,NC,North Carolina,Transylvania,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,26.9,44.4,33165,37175,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.816666 35.2101025),2483.0,1144192.5
133541,2021,NC,North Carolina,Tyrrell,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.8,,,31.6,48.6,3254,37177,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.1653454 35.8704196),2484.0,129509.2
137536,2021,NC,North Carolina,Union,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.4,,,25.0,38.2,243648,37179,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.5304264 34.9918204),551.0,7650547.199999999
138239,2021,NC,North Carolina,Vance,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.2,,,35.2,51.6,42185,37181,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.4054343 36.3654806),552.0,1822392.0000000002
132717,2021,NC,North Carolina,Wake,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.6,,,27.2,36.2,1150204,37183,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.650624 35.7898464),3158.0,36346446.4
135025,2021,NC,North Carolina,Warren,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.5,,,34.9,52.2,18762,37185,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.0998993 36.3981051),2328.0,816147.0
128069,2021,NC,North Carolina,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.3,,,34.9,51.9,10892,37187,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.5722906 35.844713),2329.0,471623.6
131054,2021,NC,North Carolina,Watauga,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.8,,,25.3,40.8,54234,37189,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.7098875 36.2353679),2330.0,1778875.2
134021,2021,NC,North Carolina,Wayne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.2,,,31.8,46.9,116835,37191,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.0086695 35.3541896),553.0,4579932.0
128741,2021,NC,North Carolina,Wilkes,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,29.1,44.7,65806,37193,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.1660949 36.2088833),2331.0,2408499.6
128873,2021,NC,North Carolina,Wilson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,30.9,46.8,78369,37195,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.9215978 35.7003569),2332.0,3025043.4
137842,2021,NC,North Carolina,Yadkin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.9,,,29.3,45.3,37192,37197,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.6651641 36.1587653),2333.0,1372384.8
145605,2021,NC,North Carolina,Yancey,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,27.7,43.9,18757,37199,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.3039535 35.8893259),2373.0,665873.5
160914,2021,ND,North Dakota,Adams,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.3,,,32.4,48.4,2167,38001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.5331983 46.0968146),2374.0,87330.09999999999
145221,2021,ND,North Dakota,Barnes,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.0,,,35.6,50.3,10806,38003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.0701946 46.94255),554.0,464658.0
152970,2021,ND,North Dakota,Benson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.5,,,38.1,52.6,5809,38005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.3511517 48.071743),2375.0,264309.5
143805,2021,ND,North Dakota,Billings,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.1,,,28.2,44.6,955,38007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-103.3640163 47.007044),555.0,34475.5
148854,2021,ND,North Dakota,Bottineau,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.3,,,34.9,49.7,6390,38009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-100.8312572 48.7944116),2376.0,270297.0
144032,2021,ND,North Dakota,Bowman,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.8,,,29.8,46.1,2903,38011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-103.5059433 46.1101438),2377.0,109733.4
143959,2021,ND,North Dakota,Burke,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,29.8,45.8,2158,38013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.5200874 48.7864534),556.0,81140.8
143578,2021,ND,North Dakota,Burleigh,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.3,,,25.9,34.8,98933,38015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-100.4695326 46.9788291),2378.0,2997669.9
157123,2021,ND,North Dakota,Cass,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,31.1,39.4,186562,38017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.2523747 46.9270033),557.0,6585638.6
143950,2021,ND,North Dakota,Cavalier,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.8,,,32.6,47.7,3662,38019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.4637903 48.7684388),558.0,145747.59999999998
155175,2021,ND,North Dakota,Dickey,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,30.8,46.9,4897,38021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.4965182 46.1077559),2379.0,189513.90000000002
148204,2021,ND,North Dakota,Divide,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.7,,,31.6,48.2,2188,38023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-103.5093256 48.8147537),2380.0,86863.6
159288,2021,ND,North Dakota,Dunn,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,,,32.9,47.3,4035,38025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.6123216 47.3545572),2381.0,161400.0
144401,2021,ND,North Dakota,Eddy,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.5,,,32.8,48.6,2337,38027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.9004745 47.7234355),559.0,94648.5
146404,2021,ND,North Dakota,Emmons,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.0,,,27.8,42.4,3271,38029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-100.2378424 46.2842552),2382.0,114485.0
157233,2021,ND,North Dakota,Foster,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,29.2,44.7,3364,38031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.8728755 47.4714315),560.0,123122.40000000001
143981,2021,ND,North Dakota,Golden Valley,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.9,,,31.0,47.3,1770,38033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-103.8446117 46.9389237),2383.0,68853.0
143611,2021,ND,North Dakota,Grand Forks,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.0,,,33.0,42.8,72705,38035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.450851 47.9260026),2384.0,2762790.0
144286,2021,ND,North Dakota,Grant,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.4,,,31.8,47.5,2323,38037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-101.6390494 46.3578269),2415.0,91526.2
157987,2021,ND,North Dakota,Griggs,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,30.7,47.1,2281,38039,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.2322863 47.4563342),561.0,88274.70000000001
144464,2021,ND,North Dakota,Hettinger,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,33.4,50.3,2430,38041,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.454238 46.4357038),562.0,101331.0
143508,2021,ND,North Dakota,Kidder,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,30.5,46.4,2369,38043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.731198 46.9382725),2416.0,90969.59999999999
150453,2021,ND,North Dakota,LaMoure,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.2,,,30.4,45.8,4066,38045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.5260571 46.4641952),563.0,155321.2
156581,2021,ND,North Dakota,Logan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,30.8,47.1,1883,38047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.5045846 46.469278),2417.0,72683.8
145678,2021,ND,North Dakota,McHenry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.3,,,32.9,47.8,5249,38049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-100.6332668 48.2338417),2418.0,211534.69999999998
156041,2021,ND,North Dakota,McIntosh,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,,,31.0,47.2,2513,38051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.4164868 46.1086815),2419.0,98007.0
144775,2021,ND,North Dakota,McKenzie,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.8,,,30.5,43.4,13819,38053,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-103.4032148 47.7424751),2420.0,508539.19999999995
143660,2021,ND,North Dakota,McLean,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.1,,,34.9,47.4,9796,38055,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-101.4219144 47.6532061),2421.0,402615.60000000003
159003,2021,ND,North Dakota,Mercer,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,,,33.5,46.7,8323,38057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-101.8333279 47.3071473),564.0,332920.0
153890,2021,ND,North Dakota,Morton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,34.0,45.9,33611,38059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-101.2982647 46.7108188),2422.0,1341078.9
143936,2021,ND,North Dakota,Mountrail,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.1,,,38.7,51.5,9576,38061,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.3648952 48.2100726),2423.0,431877.60000000003
145637,2021,ND,North Dakota,Nelson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.2,,,34.8,49.8,3054,38063,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.2044278 47.9186666),565.0,128878.8
157749,2021,ND,North Dakota,Oliver,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,29.1,44.9,1873,38065,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-101.3314198 47.1180789),2424.0,68364.5
154647,2021,ND,North Dakota,Pembina,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.3,,,31.0,45.2,6767,38067,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.5454045 48.7668959),2425.0,259176.09999999998
144990,2021,ND,North Dakota,Pierce,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.7,,,29.2,44.6,3953,38069,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.966497 48.2388827),566.0,145075.1
156855,2021,ND,North Dakota,Ramsey,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.1,,,31.2,42.8,11572,38071,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.739031 48.2661631),2426.0,429321.2
158128,2021,ND,North Dakota,Ransom,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,30.2,45.3,5675,38073,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.6475541 46.4492764),2427.0,213380.0
152669,2021,ND,North Dakota,Renville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.7,,,28.9,44.4,2266,38075,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-101.6581522 48.7127815),567.0,83162.20000000001
154528,2021,ND,North Dakota,Richland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.6,,,33.5,46.1,16560,38077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-96.9379599 46.2652192),2428.0,655776.0
158041,2021,ND,North Dakota,Rolette,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,46.9,,,41.6,53.7,12048,38079,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.8404634 48.7682715),2462.0,565051.2
157437,2021,ND,North Dakota,Sargent,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.1,,,30.5,46.0,3829,38081,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.6300507 46.1082035),2463.0,145884.9
159782,2021,ND,North Dakota,Sheridan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.1,,,28.4,44.2,1268,38083,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-100.3309858 47.5813594),568.0,45774.8
154191,2021,ND,North Dakota,Sioux,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,48.6,,,40.4,56.8,3738,38085,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-101.061284 46.1106181),2464.0,181666.80000000002
155557,2021,ND,North Dakota,Slope,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.0,,,29.9,47.1,690,38087,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-103.462462 46.4458338),2465.0,26220.0
144786,2021,ND,North Dakota,Stark,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,,,33.8,45.7,33046,38089,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.6620262 46.8170312),569.0,1321840.0
150533,2021,ND,North Dakota,Steele,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,30.8,47.1,1810,38091,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.71892 47.4510624),2466.0,69504.0
153846,2021,ND,North Dakota,Stutsman,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.9,,,35.8,48.2,21576,38093,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.9561228 46.9722235),2467.0,904034.4
157778,2021,ND,North Dakota,Towner,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.2,,,30.5,46.5,2140,38095,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.2481583 48.6821831),570.0,81748.0
153225,2021,ND,North Dakota,Traill,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.2,,,29.8,44.2,8003,38097,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.1647538 47.4462146),571.0,297711.60000000003
155980,2021,ND,North Dakota,Walsh,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,30.3,42.5,10469,38099,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.7222304 48.3769789),2468.0,380024.69999999995
152634,2021,ND,North Dakota,Ward,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.0,,,33.2,43.2,69071,38101,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-101.5405369 48.2166858),2469.0,2624698.0
156577,2021,ND,North Dakota,Wells,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,29.4,44.3,3905,38103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.6822135 47.5808513),572.0,142532.5
144366,2021,ND,North Dakota,Williams,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.1,,,32.6,44.0,38484,38105,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-103.5013332 48.3557649),2470.0,1466240.4000000001
147472,2021,OH,Ohio,Adams,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,34.8,48.9,27542,39001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.4780816 38.8344683),2471.0,1148501.4000000001
154150,2021,OH,Ohio,Allen,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.9,,,37.3,48.6,101670,39003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1061032 40.7716274),573.0,4361643.0
154484,2021,OH,Ohio,Ashland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.9,,,31.7,46.4,52316,39005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.2701271 40.843273),2472.0,2035092.4
155928,2021,OH,Ohio,Ashtabula,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.4,,,39.2,52.0,97337,39007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.7455916 41.9066369),2473.0,4419099.8
146919,2021,OH,Ohio,Athens,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,33.1,43.6,62056,39009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.0458853 39.3327548),2507.0,2382950.4
144683,2021,OH,Ohio,Auglaize,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.3,,,30.8,43.9,46141,39011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.2240177 40.561309),574.0,1721059.2999999998
154145,2021,OH,Ohio,Belmont,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,33.5,44.3,65849,39013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.9677268 40.0176819),2508.0,2541771.4
146563,2021,OH,Ohio,Brown,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.0,,,36.1,49.8,43662,39015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.8667723 38.9313769),2509.0,1877466.0
151556,2021,OH,Ohio,Butler,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.0,,,38.7,50.1,390234,39017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.5657341 39.4397469),2510.0,17170296.0
153865,2021,OH,Ohio,Carroll,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.3,,,31.3,46.0,26691,39019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.090787 40.5798841),575.0,1022265.2999999999
154113,2021,OH,Ohio,Champaign,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.4,,,33.0,48.4,38699,39021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.7676037 40.1327753),2511.0,1563439.5999999999
147128,2021,OH,Ohio,Clark,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.3,,,37.2,49.1,135633,39023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.783676 39.9170315),576.0,5872908.899999999
151959,2021,OH,Ohio,Clermont,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,29.2,42.3,209642,39025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1494847 39.0520537),2512.0,7505183.6
151912,2021,OH,Ohio,Clinton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.0,,,34.3,49.9,42004,39027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.8045826 39.4166813),2513.0,1764168.0
144266,2021,OH,Ohio,Columbiana,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.3,,,38.9,51.3,101310,39029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.778455 40.770073),2514.0,4589343.0
